Фабиан;2;0,04%
Автоном;2;0,04%
Серапион;2;0,04%
Аарон;1;0,02%
Клеоник;1;0,02%
Мелетий;2;0,04%
Аникита;1;0,02%
Маркел;1;0,02%
Фатій;3;0,06%
Богуслав;2;0,04%
Дорофей;2;0,04%
Филофей;1;0,02%
Амбросий;2;0,04%
Апполоний;1;0,02%
Варфоломей;4;0,08%
Гедеон;1;0,02%
Демьян;1;0,02%
Евфремъ;1;0,02%
Елен;1;0,02%
Самуил;2;0,04%
Иоасаф;1;0,02%
Карп;2;0,04%
Клит;1;0,02%
Кондрат;1;0,02%
Лукиан;1;0,02%
Мефодий;1;0,02%
Нестор;2;0,04%
Олимпий;1;0,02%
Телесфор;1;0,02%
Тимофей;1;0,02%
Феофан;1;0,02%
Флориан;2;0,04%
