Филарет;2;0,04%
Савин;1;0,02%
Фортунат;1;0,02%
Фелициан;1;0,02%
Каллистрат;3;0,06%
Иринарх;1;0,02%
Андроник;1;0,02%
Дометий;1;0,02%
Онисим;1;0,02%
Анастасий;2;0,04%
Абдон;1;0,02%
Евсей;1;0,02%
Каллисфен;1;0,02%
Архип;2;0,04%
Савватий;1;0,02%
Максимилиан;2;0,04%
Маркел;1;0,02%
Глеб;2;0,04%
Януарий;1;0,02%
Самсон;2;0,04%
Филимон;1;0,02%
Ерофей;1;0,02%
Никита;1;0,02%
Аристрах;1;0,02%
Ксаверий;1;0,02%
Иоанникий;2;0,04%
Герасим;1;0,02%
Протасий;1;0,02%
Герман;2;0,04%
Авксентий;1;0,02%
Пантелеймон;2;0,04%
Велизар;1;0,02%
Ефим;1;0,02%
Кесарий;1;0,02%
Любомир;1;0,02%
Макар;1;0,02%
Доминик;2;0,04%
Евалампий;1;0,02%
Юлий;2;0,04%
Амос;2;0,04%
Кузьма;2;0,04%
Фабиан;1;0,02%
Олимпий;1;0,02%
Автоном;2;0,04%
Епифан;1;0,02%
Серапион;2;0,04%
Ермил;1;0,02%
Аарон;1;0,02%
Клеоник;1;0,02%
Мелетий;1;0,02%
Аникита;1;0,02%
Фатій;3;0,06%
Дорофей;1;0,02%
Филофей;1;0,02%
