Донат;1;0,03%
Поликарп;4;0,10%
Дамаскин;1;0,03%
Мелхиседек;1;0,03%
Рафаил;3;0,08%
Савва;1;0,03%
Вальдемар;1;0,03%
Маркиан;1;0,03%
Клавдий;1;0,03%
Максим;1;0,03%
Доместиан;1;0,03%
Елевферий;1;0,03%
Иошер;1;0,03%
Кирилл;3;0,08%
Руф;1;0,03%
Кандид;1;0,03%
Капитон;2;0,05%
Серафим;1;0,03%
Тимон;1;0,03%
Агатинъ;1;0,03%
Валерий;3;0,08%
Севастьян;1;0,03%
Иоиль;1;0,03%
Мирон;1;0,03%
Бальтазар;1;0,03%
Герман;3;0,08%
Никифор;2;0,05%
Гаэтано;2;0,05%
Иммануиль;4;0,10%
Порфирий;1;0,03%
Иакинф;1;0,03%
Филарет;2;0,05%
Савин;1;0,03%
Фортунат;1;0,03%
Збигнев;2;0,05%
Геннадий;1;0,03%
Савелий;1;0,03%
Каллистрат;3;0,08%
Иринарх;1;0,03%
Северин;3;0,08%
Андроник;1;0,03%
Дометий;1;0,03%
Онисим;1;0,03%
Анастасий;2;0,05%
Абдон;1;0,03%
Тихон;1;0,03%
Евсей;1;0,03%
Каллисфен;1;0,03%
Вонифатий;1;0,03%
Савватий;1;0,03%
Максимилиан;2;0,05%
Иларий;1;0,03%
Дементий;1;0,03%
Самсон;2;0,05%
Филимон;1;0,03%
Ерофей;1;0,03%
Никита;1;0,03%
Апполон;1;0,03%
Аристрах;1;0,03%
Иоанникий;2;0,05%
Протасий;1;0,03%
Авксентий;1;0,03%
Пантелеймон;2;0,05%
Ескиллъ;1;0,03%
Ефим;1;0,03%
Любомир;1;0,03%
Доминик;2;0,05%
Евалампий;1;0,03%
Целестинъ;1;0,03%
Иннокентий;1;0,03%
Юлий;2;0,05%
Амос;2;0,05%
Кузьма;2;0,05%
Фабиан;1;0,03%
Автоном;2;0,05%
Серапион;2;0,05%
Аарон;1;0,03%
Клеоник;1;0,03%
Мелетий;1;0,03%
Аникита;1;0,03%
Маркел;1;0,03%
Фатій;3;0,08%
Богуслав;1;0,03%
Дорофей;1;0,03%
Филофей;1;0,03%
