Адальберт;6;0,09%
Захар;7;0,10%
Артемий;3;0,04%
Гаспар;2;0,03%
Тихон;3;0,04%
Наполеон;1;0,01%
Ричард;1;0,01%
Вениамин;2;0,03%
Прохор;2;0,03%
Давыд;4;0,06%
Иннокентий;2;0,03%
Венедикт;16;0,24%
Мефодий;3;0,04%
Мариан;2;0,03%
Еварест;1;0,01%
Конкордий;1;0,01%
Болеслав;4;0,06%
Иона;1;0,01%
Моисей;2;0,03%
Донат;1;0,01%
Поликарп;5;0,07%
Дамаскин;1;0,01%
Мелхиседек;1;0,01%
Рафаил;5;0,07%
Савва;3;0,04%
Вальдемар;1;0,01%
Маркиан;1;0,01%
Клавдий;2;0,03%
Тимофей;3;0,04%
Доместиан;1;0,01%
Елевферий;1;0,01%
Иошер;1;0,01%
Кирилл;11;0,16%
Руф;1;0,01%
Эраст;1;0,01%
Кандид;1;0,01%
Патапий;1;0,01%
Капитон;2;0,03%
Серафим;4;0,06%
Тимон;1;0,01%
Агатинъ;1;0,01%
Валерий;4;0,06%
Севастьян;2;0,03%
Иоиль;1;0,01%
Мирон;1;0,01%
Бальтазар;1;0,01%
Евгардъ;1;0,01%
Герман;3;0,04%
Никифор;3;0,04%
Евфремъ;2;0,03%
Гаэтано;2;0,03%
Иммануиль;4;0,06%
Порфирий;2;0,03%
Иакинф;2;0,03%
Филарет;2;0,03%
Савин;1;0,01%
Фортунат;1;0,01%
Збигнев;2;0,03%
Савелий;1;0,01%
Каллистрат;3;0,04%
Иринарх;1;0,01%
Северин;3;0,04%
Андроник;1;0,01%
Дометий;1;0,01%
Онисим;1;0,01%
Анастасий;2;0,03%
Абдон;1;0,01%
Евсей;2;0,03%
Каллисфен;1;0,01%
Архип;2;0,03%
Вонифатий;2;0,03%
Савватий;1;0,01%
Максимилиан;5;0,07%
Маркел;2;0,03%
Иларий;1;0,01%
Дементий;3;0,04%
Глеб;2;0,03%
Самсон;3;0,04%
Филимон;1;0,01%
Ерофей;1;0,01%
Никита;3;0,04%
Аристрах;2;0,03%
Иоанникий;2;0,03%
Протасий;1;0,01%
Авксентий;3;0,04%
Пантелеймон;3;0,04%
Велизар;1;0,01%
Ескиллъ;1;0,01%
Ефим;2;0,03%
Любомир;1;0,01%
Доминик;10;0,15%
Евалампий;1;0,01%
Целестинъ;1;0,01%
Юлий;2;0,03%
Амос;2;0,03%
Кузьма;3;0,04%
Фабиан;2;0,03%
Олимпий;2;0,03%
Автоном;2;0,03%
Епифан;1;0,01%
Серапион;2;0,03%
Ермил;1;0,01%
Аарон;1;0,01%
Клеоник;1;0,01%
Мелетий;2;0,03%
Аникита;1;0,01%
Фатій;3;0,04%
Дорофей;2;0,03%
Филофей;1;0,01%
Аифал;1;0,01%
Амбросий;2;0,03%
Апполоний;1;0,01%
Варфоломей;4;0,06%
Гедеон;1;0,01%
Елен;1;0,01%
Самуил;2;0,03%
Иоасаф;1;0,01%
Карп;2;0,03%
Клит;1;0,01%
Кондрат;1;0,01%
Лукиан;1;0,01%
Нестор;2;0,03%
Телесфор;1;0,01%
Феофан;1;0,01%
Флориан;2;0,03%
